Time(s),MeasuredVoltage(V),Current(A),Capacitance(F)
5.827,4000,3.01528954769377e-06,6.38073563473234e-08
5.828,4000,4.00156970577061e-06,6.38082334547301e-08
5.829,4000,4.52758579471427e-06,6.38092995991677e-08
5.83,4000,4.98784987518865e-06,6.38104890286264e-08
5.831,4000,4.85634585194359e-06,6.38117195530923e-08
5.832,4000,4.33032976098216e-06,6.38128678875439e-08
5.833,4000,9.85349887765024e-06,6.38146408661238e-08
5.834,4000,1.39301239321971e-05,6.3817613818975e-08
5.835,4000,7.42067434170465e-06,6.38202826687592e-08
5.836,4000,1.43724131831032e-06,6.38213899082167e-08
5.837,4000,3.27829758873981e-06,6.38219793505801e-08
5.838,4000,3.01528954769377e-06,6.38227660489722e-08
5.839,4000,1.04272926548323e-06,6.38232733013238e-08
5.84,4000,9.11225248275355e-07,6.3823517545638e-08
5.841,4000,2.16051341985207e-06,6.38239015129715e-08
5.842,4000,4.39608177217576e-06,6.38247210873705e-08
5.843,4000,-2.90239116372903e-06,6.38249077986966e-08
5.844,4000,-7.50503143807213e-06,6.38236068708714e-08
5.845,4000,-1.3900950204489e-06,6.38224949800641e-08
5.846,4000,3.67280965181919e-06,6.3822780319393e-08
5.847,4000,2.55502547780013e-06,6.38235587987842e-08
5.848,4000,4.06732171671208e-06,6.38243865921835e-08
5.849,4000,5.64536999444464e-06,6.38256006786474e-08
5.85,4000,6.23713810609726e-06,6.382708599216e-08
5.851,4000,5.71112200664819e-06,6.3828579524674e-08
5.852,4000,4.39608177217576e-06,6.38298429251464e-08
5.853,4000,9.52473880115694e-06,6.3831583027718e-08
5.854,4000,1.32726037488065e-05,6.38344326955368e-08
5.855,4000,6.69740219577203e-06,6.38369289462799e-08
5.856,4000,2.53705165242546e-07,6.38377978347e-08
5.857,4000,2.09476141036993e-06,6.3838091393022e-08
5.858,4000,2.02900940093803e-06,6.38386068643734e-08
5.859,4000,4.50961189626431e-07,6.38389168606972e-08
5.86,4000,3.19457173320437e-07,6.38390131629925e-08
5.861,4000,1.63449734540111e-06,6.38392574073074e-08
5.862,4000,3.60705764118005e-06,6.38399126016807e-08
5.863,4000,-3.1653991859572e-06,6.38399678089876e-08
5.864,4000,-6.71600740827646e-06,6.38387326331633e-08
5.865,4000,4.50961189626431e-07,6.3837949502386e-08
5.866,4000,5.57961798229164e-06,6.38387033247825e-08
5.867,4000,4.264577749839e-06,6.3839933849249e-08
5.868,4000,4.98784987518865e-06,6.38410904027021e-08
5.869,4000,5.64536999444464e-06,6.38424195551858e-08
5.87,4000,5.7768740189023e-06,6.38438473356875e-08
5.871,4000,6.10563408093146e-06,6.38453326492e-08
5.872,4000,3.93581769487954e-06,6.38465878306719e-08
5.873,4000,9.13022671104483e-06,6.38482210862227e-08
5.874,4000,1.32726037488065e-05,6.38510214400302e-08
5.875,4000,6.8946582349637e-06,6.38535423477782e-08
5.876,4000,7.79721231267982e-07,6.38545016452114e-08
5.877,4000,1.96325739155634e-06,6.38548445175393e-08
5.878,4000,1.10848127416237e-06,6.38552284848725e-08
5.879,4000,5.64491413092505e-08,6.38553741011744e-08
5.88,4000,3.85209181448393e-07,6.38554293084648e-08
5.881,4000,2.81803351743758e-06,6.38558297138021e-08
5.882,4000,4.5933378060592e-06,6.38567561352176e-08
5.883,4000,-2.0476150859849e-06,6.38570743505576e-08
5.884,4000,-6.12423938125883e-06,6.38560528687492e-08
5.885,4000,9.76977256854222e-07,6.38554094609836e-08
5.886,4000,7.74943441006581e-06,6.3856500262442e-08
5.887,4000,5.64536999444464e-06,6.38581746129926e-08
5.888,4000,5.84262603120697e-06,6.38596106124958e-08
5.889,4000,5.97413005596805e-06,6.38610877070067e-08
5.89,4000,6.17138609348906e-06,6.38626058965253e-08
5.891,4000,6.5658981698975e-06,6.38641980570583e-08
5.892,4000,4.39608177217576e-06,6.3865568304551e-08
5.893,4000,9.6562428316015e-06,6.38673248451265e-08
5.894,4000,1.30095956768856e-05,6.387015807494e-08
5.895,4000,6.30289011875607e-06,6.38725721356645e-08
5.896,4000,1.3714893093804e-06,6.3873531433093e-08
5.897,4000,2.62077748763407e-06,6.38740304664426e-08
5.898,4000,2.48927346801647e-06,6.38746692228121e-08
5.899,4000,1.70024935453176e-06,6.38751929131649e-08
5.9,4000,1.63449734540111e-06,6.38756097565024e-08
5.901,4000,3.01528954769377e-06,6.3876190979864e-08
5.902,4000,4.46183378341978e-06,6.38771256202804e-08
5.903,4000,-3.03389517494265e-06,6.38773041126065e-08
5.904,4000,-6.91326341639232e-06,6.38760607177826e-08
5.905,4000,-4.69566920311215e-07,6.38751378639905e-08
5.906,4000,4.92209786354088e-06,6.38756944303584e-08
5.907,4000,3.14679356811614e-06,6.38767030417874e-08
5.908,4000,4.39608177217576e-06,6.38776459012049e-08
5.909,4000,5.05360188688693e-06,6.38788271116623e-08
5.91,4000,5.51386597018919e-06,6.38801480451444e-08
5.911,4000,5.1193538986357e-06,6.3881477197628e-08
5.912,4000,2.94953753755807e-06,6.38824858090575e-08
5.913,4000,8.60421059374388e-06,6.38839300275739e-08
5.914,4000,1.37328678766415e-05,6.38867221623827e-08
5.915,4000,7.22341830129659e-06,6.3889341698155e-08
5.916,4000,2.29201743896708e-06,6.38905311276225e-08
5.917,4000,3.47555362005289e-06,6.38912520740049e-08
5.918,4000,2.88378552747267e-06,6.38920469913983e-08
