Time(s),MeasuredVoltage(V),Current(A),Capacitance(F)
2.659,1100.36678892964,6.47564500940955e-05,2.65108232176721e-08
2.66,1102.03401133711,6.24551280270047e-05,2.65284327926507e-08
2.661,1103.70123374458,6.48879542142815e-05,2.6546048740644e-08
2.662,1105.36845615205,6.54139706972629e-05,2.65649499450788e-08
2.663,1107.03567855952,6.62029954284532e-05,2.65843881652536e-08
2.664,1108.70290096699,6.44934418543945e-05,2.66033527868714e-08
2.665,1110.37012337446,6.69262681058008e-05,2.66225861475774e-08
2.666,1112.03734578193,6.70577722296842e-05,2.66429148245625e-08
2.667,1113.7045681894,6.11400868764657e-05,2.66605849190555e-08
2.668,1115.37179059687,5.78524840972939e-05,2.66740756322334e-08
2.669,1117.03901300433,6.49537062744583e-05,2.66892330962039e-08
2.67,1118.7062354118,6.93590944340265e-05,2.67094882017721e-08
2.671,1120.37345781927,6.67947639821419e-05,2.67305046510835e-08
2.672,1122.04068022674,6.80440531659686e-05,2.67508726401052e-08
2.673,1123.70790263421,6.73865325403749e-05,2.6771443500659e-08
2.674,1125.37512504168,6.67290119203966e-05,2.67913691425599e-08
2.675,1127.04234744915,6.65975077970743e-05,2.68108857906675e-08
2.676,1128.70956985662,6.70577722296842e-05,2.68304904179782e-08
2.677,1130.37679226409,7.3369970440978e-05,2.68530328805283e-08
2.678,1132.04401467156,7.63288135320748e-05,2.68796037677639e-08
2.679,1133.71123707903,6.82413093547426e-05,2.69038346149492e-08
2.68,1135.3784594865,6.57427310009454e-05,2.69233323815978e-08
2.681,1137.04568189396,6.77810449150569e-05,2.69425705751691e-08
2.682,1138.71290430143,6.67947639821419e-05,2.69622143738706e-08
2.683,1140.3801267089,6.78467969777005e-05,2.69818295635752e-08
2.684,1142.04734911637,6.77152928524694e-05,2.70017904995993e-08
2.685,1143.71457152384,7.00823671410603e-05,2.70226705691802e-08
2.686,1145.38179393131,7.09371439854446e-05,2.70448963054504e-08
2.687,1147.04901633878,6.40331774370695e-05,2.70644205831963e-08
2.688,1148.71623874625,6.1468847162014e-05,2.70797669352921e-08
2.689,1150.38346115372,6.87673258606147e-05,2.70971264445011e-08
2.69,1152.05068356119,7.25151935693937e-05,2.71192299193674e-08
2.691,1153.71790596866,6.89645820512452e-05,2.71413549985426e-08
2.692,1155.38512837613,6.85043176072286e-05,2.71616804935051e-08
2.693,1157.05235078359,6.95563506261775e-05,2.71822031360263e-08
2.694,1158.71957319106,7.00166150765026e-05,2.72033192932611e-08
2.695,1160.38679559853,7.06083836595526e-05,2.72248280832434e-08
2.696,1162.054018006,6.88988299876455e-05,2.72457942027406e-08
2.697,1163.72124041347,7.38959869820994e-05,2.72681127864176e-08
2.698,1165.38846282094,7.78411111564822e-05,2.72942041211033e-08
2.699,1167.05568522841,6.91618382423824e-05,2.7318192664537e-08
2.7,1168.72290763588,6.74522846026814e-05,2.73376682462442e-08
2.701,1170.39013004335,6.88988299876455e-05,2.7356975982739e-08
2.702,1172.05735245082,6.81755572917617e-05,2.73765373380198e-08
2.703,1173.72457485829,6.92933423700888e-05,2.73962111813018e-08
2.704,1175.39179726576,6.93590944340265e-05,2.74163326772114e-08
2.705,1177.05901967322,7.1463160509809e-05,2.7437318883416e-08
2.706,1178.72624208069,7.27782018365537e-05,2.74596960626017e-08
2.707,1180.39346448816,6.41646815560259e-05,2.74789184844475e-08
2.708,1182.06068689563,6.19291115641178e-05,2.74934976241827e-08
2.709,1183.7279093031,6.98193588831679e-05,2.75104241997643e-08
2.71,1185.39513171057,7.23836894361534e-05,2.75317129057998e-08
2.711,1187.06235411804,7.17261687733476e-05,2.75537449754223e-08
2.712,1188.72957652551,7.21864332367175e-05,2.75756322746753e-08
2.713,1190.39679893298,7.38302349142607e-05,2.75983420316834e-08
2.714,1192.06402134045,7.29097059704735e-05,2.76212916348158e-08
2.715,1193.73124374792,7.1989177037791e-05,2.76434059970775e-08
2.716,1195.39846615539,7.12659043127486e-05,2.76647711196716e-08
2.717,1197.06568856285,7.6394565602074e-05,2.76879168074261e-08
2.718,1198.73291097032,8.02739378330753e-05,2.77147554268597e-08
2.719,1200.40013337779,7.23179373696182e-05,2.77398214656742e-08
2.72,1202.06735578526,6.77810449150569e-05,2.77596215534988e-08
